001,-94.7,26.9
002,-92.7,28.1
003,-88.9,28.1
004,-85.2,28.6
005,-83.5,26.7
006,-80.5,24.5
007,-78.8,27.0
008,-80.0,30.5
009,-76.9,33.0
010,-74.6,36.0
011,-73.1,39.6
012,-69.1,41.8
