001,-95.7,27.1
002,-92.9,28.4
003,-89.4,28.4
004,-86.7,29.3
005,-84.2,28.5
006,-83.0,26.1
007,-79.8,24.8
008,-79.5,28.0
009,-80.1,30.8
010,-78.1,32.7
011,-75.5,34.3
012,-74.6,37.3
013,-73.1,39.9
014,-69.2,41.9
